¡ˆ¡°,¿œΩ√,∆Ú±’±‚ø¬(°∆C),√÷¥Î «≥º”(m/s),√÷¥Î «≥º” «≥«‚(16πÊ¿ß),∆Ú±’ ªÛ¥ÎΩ¿µµ(%)
156,2018-07-29,31.4,5.4,50,67.8
156,2018-07-30,30.3,5.1,50,67.4
156,2018-07-31,31,4.3,50,67.6
156,2018-08-01,31.5,5.1,200,67.3
156,2018-08-02,32,3.8,180,62.1
156,2018-08-03,30.3,5.7,180,70.5
156,2018-08-04,30.3,3.4,200,76.9
156,2018-08-05,30.1,3.7,20,75.8
156,2018-08-06,30.8,3.1,290,72.9
156,2018-08-07,30,5.1,200,82.1
156,2018-08-08,30.9,3.1,270,74.4
156,2018-08-09,30.3,2.6,20,75.3
156,2018-08-10,28.9,6.4,180,87.4
156,2018-08-11,28.9,3.2,70,80
156,2018-08-12,29.3,4.4,180,76
156,2018-08-13,30.7,5.3,180,70.6
156,2018-08-14,31.2,4.3,200,67.8
156,2018-08-15,30.8,5.8,230,70.6
156,2018-08-16,28.9,6.1,50,76.8
156,2018-08-17,26.9,7.7,50,58.5
156,2018-08-18,26.1,4.4,200,59.8
156,2018-08-19,27.2,4.6,180,66.6
156,2018-08-20,27.2,6,200,69.8
156,2018-08-21,28.5,3.8,200,71.1
156,2018-08-22,30.2,5.1,50,66
156,2018-08-23,26.6,7.9,70,87.1
156,2018-08-24,25.4,5.6,200,92.1
156,2018-08-25,24.9,2.6,230,87.4
156,2018-08-26,23.6,4.2,50,99
156,2018-08-27,24.7,4.9,230,99
156,2018-08-28,27.2,5.2,200,86
156,2018-08-29,27.4,4.9,200,83.9
156,2018-08-30,25.7,5.9,230,98.1
156,2018-08-31,24.5,4.5,200,98.3
156,2018-09-01,24.3,3.7,70,86
156,2018-09-02,23.8,3.8,180,81.6
156,2018-09-03,25.6,5.7,200,92.5
156,2018-09-04,24,3.7,20,79.4
156,2018-09-05,24.3,4.4,250,72.9
156,2018-09-06,23.3,3.5,200,84.1
156,2018-09-07,21.2,4.7,200,85.9
156,2018-09-08,20.2,3.9,20,72
156,2018-09-09,21.2,2.9,20,69
156,2018-09-10,21.8,4.2,50,66.6
156,2018-09-11,20.3,5.3,50,64.4
156,2018-09-12,22.6,4.5,50,70.4
156,2018-09-13,22.2,4.1,50,93.1
156,2018-09-14,22.7,5.8,50,96
156,2018-09-15,23.3,2.6,250,96.3
156,2018-09-16,23.5,3.3,50,87.3
156,2018-09-17,22.8,2.5,50,77
156,2018-09-18,22.3,3.2,50,69.9
156,2018-09-19,20.7,2.8,200,82.9
156,2018-09-20,21.3,3,230,98
156,2018-09-21,20.2,3.4,20,98.6
156,2018-09-22,21.2,2.1,360,76.3
156,2018-09-23,19.6,2.9,200,74.3
156,2018-09-24,17.9,3.7,50,68.6
156,2018-09-25,18.2,4.2,50,59.6
156,2018-09-26,19.6,5,50,65.6
156,2018-09-27,19.1,3.3,50,61.5
156,2018-09-28,19.8,3.3,200,69.3
156,2018-09-29,20.6,4.5,50,68.8
156,2018-09-30,19.3,5.6,50,64.6
156,2018-10-01,17.7,4.4,270,66.6
156,2018-10-02,17.4,3.2,20,70.4
156,2018-10-03,17.2,3,50,69.6
156,2018-10-04,18.9,4.5,50,72.8
156,2018-10-05,17.8,8.7,50,99
156,2018-10-06,18.6,11.6,50,95.8
156,2018-10-07,18,3,320,72.5
156,2018-10-08,16.4,4.1,50,57.1
156,2018-10-09,16.2,3.6,180,66.6
156,2018-10-10,14.5,4.3,20,70
156,2018-10-11,12.3,5,20,56.1
156,2018-10-12,12.4,4.6,20,62.6
156,2018-10-13,13,1.8,270,71.6
156,2018-10-14,14.5,2.8,200,71.5
156,2018-10-15,15.9,4,20,70.6
156,2018-10-16,14.4,2.1,320,78.3
156,2018-10-17,14,2.6,320,66.8
156,2018-10-18,12.4,3.1,20,67.3
156,2018-10-19,13.4,3.3,20,65
156,2018-10-20,13.6,3.4,50,63.1
156,2018-10-21,14,2.1,200,63.3
156,2018-10-22,14.7,2.7,200,72
156,2018-10-23,14.2,1.7,230,90.9
156,2018-10-24,14.1,2.6,70,70.5
156,2018-10-25,14.6,2.8,200,66.6
156,2018-10-26,13.3,2.7,320,90.8
156,2018-10-27,11,5.2,250,75.5
156,2018-10-28,13.2,7.2,230,72.6
156,2018-10-29,12.2,4.4,270,80.3
156,2018-10-30,9.7,4.3,50,62.4
156,2018-10-31,9,3.1,320,74.8
156,2018-11-01,9.3,2.9,50,68
156,2018-11-02,11.4,2.9,50,67
156,2018-11-03,11.8,1.7,20,66.4
156,2018-11-04,11.9,4,50,67.4
156,2018-11-05,12.7,2,290,66
156,2018-11-06,13.2,1.6,250,71
156,2018-11-07,13.5,2.5,50,90.8
156,2018-11-08,15,7.7,200,98.5
156,2018-11-09,12.6,3.3,270,79.9
156,2018-11-10,11.7,1.9,200,82.9
156,2018-11-11,10.9,2.6,50,96.4
156,2018-11-12,10.3,5.1,20,71.1
156,2018-11-13,9.4,2.5,340,70.9
156,2018-11-14,10,2.2,230,74.5
156,2018-11-15,11.1,2.2,250,76
156,2018-11-16,10.2,3.2,50,89.9
156,2018-11-17,9,3.8,50,52.9
156,2018-11-18,7.4,2.5,50,53.9
156,2018-11-19,8.7,2.7,50,64.3
156,2018-11-20,8.6,3.4,50,48
156,2018-11-21,7.9,5,50,58.8
156,2018-11-22,6.2,5.3,50,47.8
156,2018-11-23,5.5,4.7,50,51.3
156,2018-11-24,7.7,4.4,180,82.6
156,2018-11-25,8.3,2.6,70,85.3
156,2018-11-26,8.7,1.5,230,75.4
156,2018-11-27,10.1,2.3,200,80.8
156,2018-11-28,8.4,4.5,20,45.1
156,2018-11-29,8,3,50,44.5
156,2018-11-30,7.9,2.6,250,61.3
156,2018-12-01,7.9,4,70,56.8
156,2018-12-02,12.4,3.4,180,68.4
156,2018-12-03,14.8,2.6,160,98.9
156,2018-12-04,10.5,5,20,80.9
156,2018-12-05,4.8,4.9,50,46.5
156,2018-12-06,4.1,5.7,20,80.3
156,2018-12-07,-1.2,5.9,20,54.8
156,2018-12-08,-2.8,5,50,50.8
156,2018-12-09,-2.3,4.9,50,38.9
156,2018-12-10,.6,4.6,50,27
156,2018-12-11,1.5,3.3,50,78.4
156,2018-12-12,1.3,4.6,20,62.8
156,2018-12-13,2.1,3.5,20,64.1
156,2018-12-14,.5,4.9,50,56.4
156,2018-12-15,1,2.9,50,46.1
156,2018-12-16,2.4,2.7,50,71.1
156,2018-12-17,4.4,3.3,290,71.5
156,2018-12-18,4.7,4.1,250,59.6
156,2018-12-19,6.5,2,230,76.5
156,2018-12-20,8.2,2.7,50,79.5
156,2018-12-21,8.4,1.7,50,84.3
156,2018-12-22,8.8,3.3,270,80
156,2018-12-23,6.2,5.1,20,59.1
156,2018-12-24,1.8,4.1,70,58.9
156,2018-12-25,3,5.2,50,49.4
156,2018-12-26,3.8,6.5,20,46.8
156,2018-12-27,-3.2,4.9,20,45.3
156,2018-12-28,-4.9,4.5,20,59.3
156,2018-12-29,-3.3,5.8,50,57.6
156,2018-12-30,-2.4,5.2,50,51
156,2018-12-31,-1.8,3.6,320,45.8
