PM-10,O3,NO2,CO,SO2,temperatures,wind_velocity,wind_direction,relative_humidity
41.0,0.22222222222222224,0.1518987341772152,0.4166666666666667,0.25,0.24557522123893807,0.18181818181818182,7,0.4160246533127889
51.0,0.1851851851851852,0.32911392405063294,0.4166666666666667,0.25,0.24557522123893807,0.18181818181818182,7,0.4160246533127889
55.0,0.11111111111111115,0.2531645569620253,0.33333333333333337,0.125,0.24557522123893807,0.18181818181818182,7,0.4160246533127889
52.0,0.1358024691358025,0.2911392405063291,0.4166666666666667,0.375,0.24557522123893807,0.18181818181818182,7,0.4160246533127889
67.0,0.14814814814814817,0.2278481012658228,0.5,0.25,0.24557522123893807,0.18181818181818182,7,0.4160246533127889
59.0,0.11111111111111115,0.37974683544303794,0.5833333333333334,0.7499999999999999,0.24557522123893807,0.18181818181818182,7,0.4160246533127889
45.0,0.12345679012345678,0.189873417721519,0.5,0.25,0.24557522123893807,0.18181818181818182,7,0.4160246533127889
61.0,0.061728395061728406,0.27848101265822783,0.75,0.375,0.23893805309734514,0.20779220779220778,4,0.6255778120184898
71.0,0.04938271604938273,0.46835443037974683,0.75,0.7499999999999999,0.23893805309734514,0.20779220779220778,4,0.6255778120184898
80.0,0.07407407407407407,0.27848101265822783,0.5833333333333334,0.375,0.23893805309734514,0.20779220779220778,4,0.6255778120184898
64.0,0.11111111111111115,0.45569620253164556,0.5833333333333334,0.375,0.23893805309734514,0.20779220779220778,4,0.6255778120184898
63.0,0.04938271604938273,0.3544303797468354,0.5,0.125,0.23893805309734514,0.20779220779220778,4,0.6255778120184898
51.0,0.09876543209876545,0.3924050632911392,0.5833333333333334,0.25,0.23893805309734514,0.20779220779220778,4,0.6255778120184898
61.0,0.07407407407407407,0.4050632911392405,0.5833333333333334,0.5,0.23893805309734514,0.20779220779220778,4,0.6255778120184898
42.0,0.23456790123456792,0.21518987341772153,0.33333333333333337,0.375,0.2079646017699115,0.3246753246753247,7,0.30970724191063176
