PM-10,O3,NO2,CO,SO2,temperatures,wind_velocity,wind_direction,relative_humidity
69.0,0.08045977011494253,0.4943820224719101,0.4210526315789474,0.1851851851851852,0.3484848484848485,0.07608695652173915,4.0,0.724702380952381
55.0,0.08045977011494253,0.43820224719101125,0.5789473684210525,0.2222222222222222,0.3484848484848485,0.07608695652173915,4.0,0.724702380952381
67.0,0.1839080459770115,0.42696629213483145,0.368421052631579,0.1851851851851852,0.3484848484848485,0.07608695652173915,4.0,0.724702380952381
95.0,0.09195402298850575,0.46067415730337075,0.4210526315789474,0.33333333333333337,0.3484848484848485,0.07608695652173915,4.0,0.724702380952381
66.0,0.10344827586206896,0.5617977528089887,0.368421052631579,0.33333333333333337,0.3484848484848485,0.07608695652173915,4.0,0.724702380952381
67.0,0.10344827586206896,0.35955056179775285,0.5789473684210525,0.2962962962962963,0.3484848484848485,0.07608695652173915,4.0,0.724702380952381
56.0,0.08045977011494253,0.4943820224719101,0.7894736842105263,0.11111111111111112,0.3484848484848485,0.07608695652173915,4.0,0.724702380952381
73.0,0.0689655172413793,0.2921348314606742,0.7894736842105263,0.1851851851851852,0.3484848484848485,0.07608695652173915,4.0,0.724702380952381
61.0,0.1264367816091954,0.35955056179775285,0.5789473684210525,0.2222222222222222,0.3484848484848485,0.07608695652173915,4.0,0.724702380952381
78.0,0.0689655172413793,0.3258426966292135,0.631578947368421,0.11111111111111112,0.3484848484848485,0.07608695652173915,4.0,0.724702380952381
81.0,0.0689655172413793,0.2471910112359551,0.4210526315789474,0.25925925925925924,0.3484848484848485,0.07608695652173915,4.0,0.724702380952381
103.0,0.2068965517241379,0.26966292134831465,0.4736842105263158,0.2222222222222222,0.36363636363636365,0.2173913043478261,0.0,0.7886904761904764
88.0,0.24137931034482754,0.2808988764044944,0.5263157894736842,0.14814814814814814,0.36363636363636365,0.2173913043478261,0.0,0.7886904761904764
98.0,0.2988505747126437,0.3483146067415731,0.368421052631579,0.14814814814814814,0.36363636363636365,0.2173913043478261,0.0,0.7886904761904764
135.0,0.17241379310344826,0.3820224719101124,0.368421052631579,0.2962962962962963,0.36363636363636365,0.2173913043478261,0.0,0.7886904761904764
100.0,0.14942528735632185,0.550561797752809,0.368421052631579,0.2962962962962963,0.36363636363636365,0.2173913043478261,0.0,0.7886904761904764
110.0,0.13793103448275862,0.26966292134831465,0.631578947368421,0.1851851851851852,0.36363636363636365,0.2173913043478261,0.0,0.7886904761904764
107.0,0.1954022988505747,0.31460674157303375,0.4736842105263158,0.2222222222222222,0.36363636363636365,0.2173913043478261,0.0,0.7886904761904764
74.0,0.14942528735632185,0.46067415730337075,0.6842105263157894,0.11111111111111112,0.36363636363636365,0.2173913043478261,0.0,0.7886904761904764
101.0,0.2068965517241379,0.31460674157303375,0.5789473684210525,0.2222222222222222,0.36363636363636365,0.2173913043478261,0.0,0.7886904761904764
101.0,0.21839080459770113,0.2359550561797753,0.5789473684210525,0.11111111111111112,0.36363636363636365,0.2173913043478261,0.0,0.7886904761904764
97.0,0.14942528735632185,0.3932584269662921,0.368421052631579,0.1851851851851852,0.36363636363636365,0.2173913043478261,0.0,0.7886904761904764
129.0,0.14942528735632185,0.21348314606741572,0.4210526315789474,0.2962962962962963,0.36363636363636365,0.2173913043478261,0.0,0.7886904761904764
