PM-10,O3,NO2,CO,SO2,temperatures,wind_velocity,wind_direction,relative_humidity
50.0,0.29411764705882354,0.15254237288135594,0.23529411764705885,0.6,0.2575,0.21782178217821785,2,0.35644937586685166
45.0,0.23529411764705882,0.3389830508474576,0.29411764705882354,0.4,0.2575,0.21782178217821785,2,0.35644937586685166
50.0,0.3382352941176471,0.2711864406779661,0.35294117647058826,0.4,0.2575,0.21782178217821785,2,0.35644937586685166
55.0,0.3088235294117647,0.2711864406779661,0.29411764705882354,0.4,0.2575,0.21782178217821785,2,0.35644937586685166
49.0,0.1911764705882353,0.32203389830508483,0.23529411764705885,0.6,0.2575,0.21782178217821785,2,0.35644937586685166
45.0,0.2647058823529411,0.01694915254237288,0.23529411764705885,0.4,0.2575,0.21782178217821785,2,0.35644937586685166
66.0,0.16176470588235292,0.2711864406779661,0.29411764705882354,0.6,0.255,0.1485148514851485,2,0.5561719833564495
72.0,0.07352941176470588,0.6101694915254238,0.4705882352941177,0.6,0.255,0.1485148514851485,2,0.5561719833564495
73.0,0.11764705882352941,0.6440677966101696,0.5294117647058824,0.4,0.255,0.1485148514851485,2,0.5561719833564495
80.0,0.11764705882352941,0.5593220338983051,0.5294117647058824,0.4,0.255,0.1485148514851485,2,0.5561719833564495
62.0,0.11764705882352941,0.44067796610169496,0.35294117647058826,0.6,0.255,0.1485148514851485,2,0.5561719833564495
65.0,0.14705882352941177,0.01694915254237288,0.35294117647058826,0.4,0.255,0.1485148514851485,2,0.5561719833564495
26.0,0.2647058823529411,0.01694915254237288,0.17647058823529416,0.4,0.205,0.1782178217821782,2,0.35644937586685166
21.0,0.23529411764705882,0.23728813559322035,0.17647058823529416,0.4,0.205,0.1782178217821782,2,0.35644937586685166
36.0,0.2794117647058823,0.25423728813559326,0.29411764705882354,0.4,0.205,0.1782178217821782,2,0.35644937586685166
31.0,0.25,0.288135593220339,0.29411764705882354,0.4,0.205,0.1782178217821782,2,0.35644937586685166
27.0,0.3529411764705882,0.11864406779661019,0.17647058823529416,0.8,0.205,0.1782178217821782,2,0.35644937586685166
31.0,0.29411764705882354,0.2711864406779661,0.29411764705882354,0.4,0.205,0.1782178217821782,2,0.35644937586685166
31.0,0.2647058823529411,0.13559322033898305,0.17647058823529416,0.6,0.185,0.1287128712871287,2,0.38280166435506247
32.0,0.2794117647058823,0.15254237288135594,0.23529411764705885,0.8,0.185,0.1287128712871287,2,0.38280166435506247
30.0,0.1764705882352941,0.3728813559322034,0.29411764705882354,0.4,0.185,0.1287128712871287,2,0.38280166435506247
