¡ˆ¡°,¿œΩ√,∆Ú±’±‚ø¬(°∆C),√÷¥Î «≥º”(m/s),√÷¥Î «≥º” «≥«‚(16πÊ¿ß),∆Ú±’ ªÛ¥ÎΩ¿µµ(%)
143,2017-12-29,5,5.6,320,58.6
143,2017-12-30,3.4,3.5,110,70.1
143,2017-12-31,3.6,7.6,290,43.1
143,2018-01-01,1.3,7.7,290,36.1
143,2018-01-02,1.5,7,290,50.6
143,2018-01-03,.3,5.2,320,30
143,2018-01-04,.6,4.3,290,38.5
143,2018-01-05,2.1,5.5,290,36.5
143,2018-01-06,1.1,4.9,290,42
143,2018-01-07,-.5,2,340,54
143,2018-01-08,2.2,5.9,290,80.6
143,2018-01-09,-.1,8.6,290,56
143,2018-01-10,-2.9,7.6,290,55
143,2018-01-11,-6.6,8.3,290,45.4
143,2018-01-12,-6.6,6,290,38.9
143,2018-01-13,-2.5,5,290,56
143,2018-01-14,-.8,2.9,110,68.8
143,2018-01-15,4.3,4,290,61.3
143,2018-01-16,3.4,3,140,82.5
143,2018-01-17,4.5,3,270,92.8
143,2018-01-18,5.8,4,290,62.8
143,2018-01-19,2.5,4.1,270,46
143,2018-01-20,1.8,4,250,57.1
143,2018-01-21,2.4,2.5,110,55.4
143,2018-01-22,4.5,5.9,290,52.1
143,2018-01-23,-4.7,9.1,290,35.3
143,2018-01-24,-9.4,8.6,290,29.1
143,2018-01-25,-8.7,6.4,290,31.9
143,2018-01-26,-8.9,6.8,290,31
143,2018-01-27,-5.6,3.5,290,34.1
143,2018-01-28,-1.1,7.9,290,27.9
143,2018-01-29,-4.9,8.6,290,34.9
143,2018-01-30,-3.5,5.6,270,40.4
143,2018-01-31,-.3,4.7,290,44
143,2018-02-01,-.2,4.5,270,33.9
143,2018-02-02,-1.5,4.8,270,36.9
143,2018-02-03,-3.2,8.1,290,39.5
143,2018-02-04,-6.4,7.6,290,35.4
143,2018-02-05,-6.2,9.6,290,32.6
143,2018-02-06,-6.7,7.2,290,37
143,2018-02-07,-5.3,4.7,290,31.9
143,2018-02-08,-3.1,2.4,290,35.8
143,2018-02-09,2.3,2.6,290,42.3
143,2018-02-10,3.3,8.1,290,41.5
143,2018-02-11,-2.3,8.1,270,39.3
143,2018-02-12,-2.7,8.1,290,53.3
143,2018-02-13,.7,5.9,290,43.5
143,2018-02-14,6.6,6.8,270,46.8
143,2018-02-15,5,4.9,290,27.8
143,2018-02-16,3,5,290,33.3
143,2018-02-17,1.3,7,290,21.8
143,2018-02-18,2.1,4.8,290,22.6
143,2018-02-19,4.8,3.3,320,29.6
143,2018-02-20,4.3,4.9,290,34.8
143,2018-02-21,2.8,4.9,290,21.4
143,2018-02-22,2.2,3.7,270,29.8
143,2018-02-23,4.3,4.8,250,48.9
143,2018-02-24,6.4,5.8,110,53.5
143,2018-02-25,6.3,3.3,140,58.5
143,2018-02-26,4.9,5.2,140,48.3
143,2018-02-27,7,2.8,270,51.9
143,2018-02-28,7.4,7.2,90,80.4
143,2018-03-01,5.1,10.5,290,47.1
143,2018-03-02,3.5,5.5,290,33.3
143,2018-03-03,8.2,2.8,290,47.3
143,2018-03-04,12.7,6.5,110,72.4
143,2018-03-05,5.3,7.7,110,81.3
143,2018-03-06,5.2,6.8,90,59.9
143,2018-03-07,4.7,6.2,90,72.4
143,2018-03-08,2,4.5,290,94.9
143,2018-03-09,2.9,4.3,110,82.5
143,2018-03-10,6.9,3.8,290,60.6
143,2018-03-11,8.6,3.8,320,46.1
143,2018-03-12,9.8,2.5,200,54
143,2018-03-13,13.3,5.8,270,58.9
143,2018-03-14,16,4.6,270,60
143,2018-03-15,14.8,4.7,140,88.8
143,2018-03-16,4,10.1,110,64.9
143,2018-03-17,5.5,4,110,56.1
143,2018-03-18,9.1,2.9,290,68.8
143,2018-03-19,8.1,7.5,110,92.4
143,2018-03-20,5.2,9,110,52.1
143,2018-03-21,1.7,6,90,93.3
143,2018-03-22,6,5,270,60.5
143,2018-03-23,7.9,3.6,250,54.9
143,2018-03-24,11.7,5.7,290,47.1
143,2018-03-25,13.9,4.9,270,41.6
143,2018-03-26,15.3,5.8,290,36.8
143,2018-03-27,16.3,3.9,320,44.4
143,2018-03-28,18.2,4.9,270,37.8
143,2018-03-29,15.1,7.8,110,54.4
143,2018-03-30,12.9,6.7,110,50.3
143,2018-03-31,15.2,3.7,290,48.8
143,2018-04-01,17.5,3.6,270,52.4
143,2018-04-02,19.7,4.4,270,61
143,2018-04-03,20.2,4.7,290,60
143,2018-04-04,10.5,7.7,110,84
143,2018-04-05,8.2,5.6,90,84.1
143,2018-04-06,9.5,7.7,290,63.1
143,2018-04-07,6.2,8.8,290,35
143,2018-04-08,8.9,6.1,270,41.6
143,2018-04-09,13.5,4.6,290,39.9
143,2018-04-10,15.5,5.6,180,52
143,2018-04-11,19,5.6,320,41.8
143,2018-04-12,16.4,7.8,270,24.4
143,2018-04-13,12.8,6.6,70,38.5
143,2018-04-14,10.5,5.6,290,81.5
143,2018-04-15,12.8,5.9,340,50.1
143,2018-04-16,12.2,6.1,90,57
143,2018-04-17,14.6,3.2,140,55.8
143,2018-04-18,16.9,3.6,270,43.4
143,2018-04-19,19.2,4.7,270,30.1
143,2018-04-20,21.5,4,270,33.9
143,2018-04-21,21.8,4.3,180,35.1
143,2018-04-22,16.1,6.7,110,61.8
143,2018-04-23,10.4,7.6,110,90.6
143,2018-04-24,11.2,4.4,110,88.6
143,2018-04-25,13.2,4.3,110,50.3
143,2018-04-26,16.4,3.3,290,44.9
143,2018-04-27,17.4,6,140,35.1
143,2018-04-28,17.8,4.2,290,43.1
143,2018-04-29,19,4.3,290,37.1
143,2018-04-30,21,4.3,270,54.9
143,2018-05-01,20.1,3.7,110,70
143,2018-05-02,15.1,6.7,290,85.1
143,2018-05-03,14.1,9.5,270,43.6
143,2018-05-04,16.1,9.2,270,33.5
143,2018-05-05,19.9,4.5,270,29.5
143,2018-05-06,16.2,3.5,110,93.5
143,2018-05-07,15.5,5.7,110,87.4
143,2018-05-08,14.3,6,110,68.5
143,2018-05-09,12.9,6.8,110,62.6
143,2018-05-10,17.6,4,110,51.4
143,2018-05-11,19.7,4,290,46.5
143,2018-05-12,17.7,3.1,250,70.5
143,2018-05-13,20.6,5.8,290,68.3
143,2018-05-14,22.2,3.7,270,55.8
143,2018-05-15,24.6,2.6,270,53.6
143,2018-05-16,24.8,3.6,180,77.8
143,2018-05-17,26.5,4,200,68.6
143,2018-05-18,16.9,7.5,110,85.1
143,2018-05-19,14.4,7.2,110,62.1
143,2018-05-20,14.4,8.3,110,65.1
143,2018-05-21,15.2,6,140,71.6
143,2018-05-22,18.5,4.2,140,69.6
143,2018-05-23,20.1,5.1,290,59.4
143,2018-05-24,21.2,4.2,290,45.6
143,2018-05-25,22.8,4.3,290,40.1
143,2018-05-26,22.5,4.8,140,47.8
143,2018-05-27,22.2,3.3,140,56.3
143,2018-05-28,22.8,5,90,60.1
143,2018-05-29,23.9,4.6,320,64.3
143,2018-05-30,21.9,7.6,360,79.3
143,2018-05-31,21.8,4,270,53.8
143,2018-06-01,24.3,3.4,320,53.1
143,2018-06-02,26.8,4,290,42.4
143,2018-06-03,25.2,3.7,270,42.1
143,2018-06-04,25.3,4.2,250,48.9
143,2018-06-05,22.6,3.7,340,64
143,2018-06-06,24.6,2.4,290,57.9
143,2018-06-07,27,3,270,52.5
143,2018-06-08,25.6,5.3,110,50.1
143,2018-06-09,20.2,7.7,110,62.8
143,2018-06-10,18.7,6.6,110,71.5
143,2018-06-11,17,4.3,110,81
143,2018-06-12,19.1,4.7,110,64.4
143,2018-06-13,20.3,5.6,90,65
143,2018-06-14,20.1,6.9,90,64.1
143,2018-06-15,19.1,6.8,110,59
143,2018-06-16,18.7,5.5,110,60.1
143,2018-06-17,21.9,3.8,140,57.8
143,2018-06-18,25.4,3,200,56.3
143,2018-06-19,22.4,2.8,270,74.8
143,2018-06-20,24.7,4.3,270,55.3
143,2018-06-21,25.4,4.9,320,42.4
143,2018-06-22,25.6,3.3,110,41.6
143,2018-06-23,26.4,4.5,290,42
143,2018-06-24,28.6,5.8,290,39.8
143,2018-06-25,28.2,3.1,160,44.3
143,2018-06-26,26,3.7,140,68.9
143,2018-06-27,25.8,6.4,290,78.8
143,2018-06-28,23.3,4.3,270,86.1
143,2018-06-29,25.7,2.9,160,74.5
143,2018-06-30,22.7,4.1,110,89.5
143,2018-07-01,24.7,4.8,160,82.1
143,2018-07-02,24.5,5.3,290,90.9
143,2018-07-03,23.9,6.8,90,86.5
143,2018-07-04,26.2,5.5,140,75.3
143,2018-07-05,22.4,5.5,110,89.1
143,2018-07-06,20.8,4.8,110,84.3
143,2018-07-07,20.2,6.4,110,65
143,2018-07-08,19.4,5.4,110,70.3
143,2018-07-09,19.2,5.2,110,88.3
143,2018-07-10,24.6,4.1,110,75.9
143,2018-07-11,28.2,2.4,110,69.5
143,2018-07-12,29.6,3.2,270,66
143,2018-07-13,30.6,2.8,320,61.1
143,2018-07-14,30.7,3.6,270,58.3
143,2018-07-15,31.3,3.5,340,55.8
143,2018-07-16,31.3,3.5,250,56
143,2018-07-17,30.9,3.7,290,56.9
143,2018-07-18,30.7,3.3,340,56.6
143,2018-07-19,31,3.5,340,58.6
143,2018-07-20,31.5,3.6,290,54.9
143,2018-07-21,31.1,2.8,290,58.9
143,2018-07-22,31.1,3.3,200,57.3
143,2018-07-23,32.2,3.3,270,49
143,2018-07-24,32.2,2.8,270,54.1
143,2018-07-25,32.3,3.5,270,56
143,2018-07-26,33.1,3.2,340,53.5
143,2018-07-27,32.4,4.4,110,58.3
143,2018-07-28,29.3,5.9,110,66.1
143,2018-07-29,30.3,5.5,70,53.9
143,2018-07-30,28.5,7,110,65
143,2018-07-31,29.2,5.6,110,60.4
143,2018-08-01,30.4,5.2,90,56.5
143,2018-08-02,30.8,5.9,90,56.1
143,2018-08-03,31,4.2,160,55
143,2018-08-04,32.3,4.8,340,52.3
143,2018-08-05,32.2,5.3,290,50.9
143,2018-08-06,30.4,6.4,110,61.1
143,2018-08-07,28.4,5.2,110,65.6
143,2018-08-08,29.1,5.4,90,62.8
143,2018-08-09,29.3,6.3,110,62.9
143,2018-08-10,25.9,5.3,110,83.5
143,2018-08-11,26.5,5.1,110,74.9
143,2018-08-12,27.7,3.9,140,76.6
143,2018-08-13,30.6,3,160,64.9
143,2018-08-14,30.7,4.7,90,57.6
143,2018-08-15,28.7,7.4,90,68.3
143,2018-08-16,26.2,7,90,77.3
143,2018-08-17,24.5,6.9,110,55.8
143,2018-08-18,23.8,4.6,110,59.8
143,2018-08-19,24.9,4,110,60.1
143,2018-08-20,26.3,4.4,110,61.9
143,2018-08-21,29.3,4.5,180,55
143,2018-08-22,29.4,7.2,110,60.8
143,2018-08-23,27.6,7.9,110,75.3
143,2018-08-24,29.2,8,250,61.8
143,2018-08-25,25.4,4.5,270,68.6
143,2018-08-26,20.8,3.5,270,95.1
143,2018-08-27,22.9,3.8,140,95.3
143,2018-08-28,25.7,4.9,140,85.3
143,2018-08-29,27.6,3.5,180,70.3
143,2018-08-30,27.7,5.1,270,75.3
143,2018-08-31,23.7,3.7,290,89.1
143,2018-09-01,23.2,6.8,110,74.6
143,2018-09-02,22.2,5.4,110,73.6
143,2018-09-03,23.4,3.5,140,90.6
143,2018-09-04,24.7,5.4,320,65.6
143,2018-09-05,25,5.9,290,49.5
143,2018-09-06,22.5,2.4,340,65.8
143,2018-09-07,22.8,4.7,270,67.3
143,2018-09-08,20,2.4,340,69.8
143,2018-09-09,20.5,5.3,110,71.8
143,2018-09-10,20.6,5.8,110,63.8
143,2018-09-11,19.6,6,90,64.4
143,2018-09-12,21.1,6.2,110,67.5
143,2018-09-13,21.3,4.6,110,77.8
143,2018-09-14,21.8,5.1,110,88.9
143,2018-09-15,22.1,3.7,110,87.8
143,2018-09-16,24.3,3.8,320,74.1
143,2018-09-17,23.6,3.4,340,63.5
143,2018-09-18,22.9,3.1,290,62.1
143,2018-09-19,22,2.6,140,77.3
143,2018-09-20,20.5,5.3,110,86.6
143,2018-09-21,19.7,3.3,140,92.5
143,2018-09-22,21.2,4.4,290,71.4
143,2018-09-23,20.8,4.4,270,60.3
143,2018-09-24,17.8,3.9,270,62.8
143,2018-09-25,16.8,6.3,110,67.3
143,2018-09-26,17.7,5.3,90,62.6
143,2018-09-27,16.8,5.9,90,65.8
143,2018-09-28,16.8,4.5,90,70.9
143,2018-09-29,18.2,3.6,110,79.4
143,2018-09-30,20.4,7.1,290,55.5
143,2018-10-01,17.5,9,270,47
143,2018-10-02,17.2,3,290,55.1
143,2018-10-03,16.8,3.5,110,65.8
143,2018-10-04,18.3,6.9,90,70.1
143,2018-10-05,18.3,5.3,110,94.5
143,2018-10-06,20.3,7.8,290,83.3
143,2018-10-07,19.9,4.2,290,63.5
143,2018-10-08,16.5,5.1,270,43.3
143,2018-10-09,15.3,3.5,110,72.9
143,2018-10-10,15.3,5.7,320,57.6
143,2018-10-11,12.3,7,290,40
143,2018-10-12,11.6,3.2,270,58.4
143,2018-10-13,13.5,3.8,110,66.3
143,2018-10-14,14.5,2.6,290,68.8
143,2018-10-15,15.8,4.2,290,58.8
143,2018-10-16,13.8,2.1,110,77.9
143,2018-10-17,13.7,3.3,340,70.1
143,2018-10-18,13,3.8,320,63.4
143,2018-10-19,13.9,3.8,110,60
143,2018-10-20,12.4,3.2,140,62.8
143,2018-10-21,12.2,2.2,110,60
143,2018-10-22,13.3,2.2,340,71
143,2018-10-23,15.5,3.9,290,67.1
143,2018-10-24,14.5,3,290,55.6
143,2018-10-25,12.5,2.9,110,65.1
143,2018-10-26,12.5,4.9,290,81.3
143,2018-10-27,12,7.5,270,42.3
143,2018-10-28,11.7,6.4,320,58.3
143,2018-10-29,11,5.4,290,64.3
143,2018-10-30,9,5,270,46.1
143,2018-10-31,9.2,4.1,290,53.6
143,2018-11-01,8.9,3.2,250,55.6
143,2018-11-02,9,1.7,340,60.5
143,2018-11-03,10.1,2.4,250,58.5
143,2018-11-04,11,2.9,270,55.9
143,2018-11-05,10.8,2.8,140,67.3
143,2018-11-06,13,3.1,90,73.9
143,2018-11-07,13.8,1.6,110,83.8
143,2018-11-08,15,5.2,270,92.4
143,2018-11-09,13.8,7.7,290,59.1
143,2018-11-10,11.1,3.3,270,68
143,2018-11-11,10.7,2.7,270,75.3
143,2018-11-12,11.4,3.8,110,68.5
143,2018-11-13,10.5,4.8,90,70.4
143,2018-11-14,9.9,3.9,110,73
143,2018-11-15,9.2,2.3,290,72.3
143,2018-11-16,8.8,2.1,270,78.3
143,2018-11-17,9,2.4,270,63.3
143,2018-11-18,8.2,4.5,290,44.1
143,2018-11-19,8.2,3.6,250,51.9
143,2018-11-20,7.7,3.7,270,40.5
143,2018-11-21,6.4,3.1,270,53.6
143,2018-11-22,5.6,5.7,290,36.3
143,2018-11-23,3,5.6,290,42.3
143,2018-11-24,1.4,2.5,110,64.8
143,2018-11-25,4.5,2.3,270,83
143,2018-11-26,5.8,2.4,270,70.9
143,2018-11-27,8.2,4.1,290,68.5
143,2018-11-28,7.1,3.5,290,53.4
143,2018-11-29,5.8,2.2,320,48
143,2018-11-30,7.2,3.4,290,50
143,2018-12-01,6.4,2.7,110,52.6
143,2018-12-02,7.7,1.7,110,70
143,2018-12-03,12.1,2.4,270,86.1
143,2018-12-04,12.1,5.6,320,73
143,2018-12-05,6.5,5,290,40.1
143,2018-12-06,5.6,6.8,290,62.3
143,2018-12-07,-1.9,8.8,320,35.4
143,2018-12-08,-4.2,6.7,290,36.4
143,2018-12-09,-3,5.3,290,30.4
143,2018-12-10,-1.6,2.2,290,46.6
143,2018-12-11,.4,2.4,270,80.6
143,2018-12-12,.8,6.1,290,44.9
143,2018-12-13,1.1,5.4,290,48.6
143,2018-12-14,-.8,4.7,290,38.1
143,2018-12-15,-1.2,2.5,290,45.1
143,2018-12-16,-.8,2.4,270,75.8
143,2018-12-17,2.8,6.8,290,59
143,2018-12-18,3.6,5,270,55.8
143,2018-12-19,5.1,3.7,270,60.5
143,2018-12-20,4.1,2.1,110,64.1
143,2018-12-21,4.8,2.3,270,65.4
143,2018-12-22,6.9,3.2,140,67.9
143,2018-12-23,7.2,7.4,290,45.6
143,2018-12-24,1.5,4.9,290,30
143,2018-12-25,.4,2.9,270,52.3
143,2018-12-26,4.2,4.8,290,37.5
143,2018-12-27,-3.3,8.7,290,18.6
143,2018-12-28,-5.7,5.7,290,36
143,2018-12-29,-4.2,7,290,30.6
143,2018-12-30,-3.6,4.8,290,33
143,2018-12-31,-1.3,4.3,290,32.6
