¡ˆ¡°,¿œΩ√,∆Ú±’±‚ø¬(°∆C),√÷¥Î «≥º”(m/s),√÷¥Î «≥º” «≥«‚(16πÊ¿ß),∆Ú±’ ªÛ¥ÎΩ¿µµ(%)
159,2018-06-26,22.8,12.5,230,93.9
159,2018-06-27,23.1,12.4,230,91.9
159,2018-06-28,21.2,7.1,250,97.5
159,2018-06-29,22.2,6.5,230,96.5
159,2018-06-30,21,6.5,250,95.9
159,2018-07-01,24.5,4.6,200,86.5
159,2018-07-02,25.4,4.6,250,86.8
159,2018-07-03,22.7,8.3,50,95.9
159,2018-07-04,25,7.3,290,83.4
159,2018-07-05,22.9,3.1,70,94.1
159,2018-07-06,20.8,5.7,50,89.9
159,2018-07-07,20,6.3,50,76.5
159,2018-07-08,19.7,5,50,80.9
159,2018-07-09,20,4.7,50,92.8
159,2018-07-10,24,2.8,70,85.5
159,2018-07-11,26.6,6.4,200,78.5
159,2018-07-12,27.4,7.2,250,78.3
159,2018-07-13,27,5.2,200,83.4
159,2018-07-14,27.6,5.1,340,79.9
159,2018-07-15,27.2,5.4,200,79.9
159,2018-07-16,27.1,5.2,290,74.9
159,2018-07-17,27.6,7,290,70.6
159,2018-07-18,28.1,6.1,200,71.4
159,2018-07-19,29.1,5.6,200,67.1
159,2018-07-20,29.6,4.1,200,65.8
159,2018-07-21,29.2,6.1,200,78.1
159,2018-07-22,29.7,7.3,230,69.3
159,2018-07-23,29.5,7.2,200,69.8
159,2018-07-24,29.3,7.2,200,74.8
159,2018-07-25,29.6,5.6,200,74.1
159,2018-07-26,30.4,5,290,74.5
159,2018-07-27,29.8,4.7,200,79.5
159,2018-07-28,29.3,4.3,110,69
159,2018-07-29,29.3,6.9,50,65.4
159,2018-07-30,28.9,4.5,110,70
159,2018-07-31,29.8,4.7,110,62.3
159,2018-08-01,30.3,4.9,110,60.4
159,2018-08-02,30,4.7,110,69
159,2018-08-03,29.9,7,230,69.9
159,2018-08-04,30.1,7.3,200,73.4
159,2018-08-05,31.3,6.3,200,69.5
159,2018-08-06,29.9,4.8,110,75.9
159,2018-08-07,28.4,4.5,90,71.8
159,2018-08-08,27.9,5.2,110,69.6
159,2018-08-09,28.4,4.5,200,71.5
159,2018-08-10,26.7,3.6,90,81.4
159,2018-08-11,27.3,4.6,70,77.9
159,2018-08-12,28.8,4.9,110,78.6
159,2018-08-13,30.9,5.7,200,66.6
159,2018-08-14,29.9,6.2,110,72.9
159,2018-08-15,28.6,11.4,230,79.9
159,2018-08-16,26.2,7.7,250,84.1
159,2018-08-17,25.2,6.5,70,58.9
159,2018-08-18,25,4.5,90,60.1
159,2018-08-19,25.3,4.9,200,65.6
159,2018-08-20,26.2,5.1,200,69.4
159,2018-08-21,28.6,4.5,230,67.5
159,2018-08-22,29.8,5.2,90,67
159,2018-08-23,28,6,110,79
159,2018-08-24,26.7,15.5,230,83.8
159,2018-08-25,25.7,6.2,270,82.6
159,2018-08-26,25.9,8,200,90.5
159,2018-08-27,26,10.5,230,92.6
159,2018-08-28,27.1,6.6,230,82.1
159,2018-08-29,27.3,8.7,230,80
159,2018-08-30,27.5,8.9,230,81.6
159,2018-08-31,26,7.9,270,83.9
159,2018-09-01,21.6,5.1,50,86.4
159,2018-09-02,22.8,4.3,70,80.9
159,2018-09-03,24.7,7.8,230,92.6
159,2018-09-04,25.1,8,340,76.9
159,2018-09-05,24.3,8.2,200,67.6
159,2018-09-06,23.8,6.5,230,68.3
159,2018-09-07,21.7,9.7,230,86.9
159,2018-09-08,21.3,5.3,340,70.9
159,2018-09-09,22.3,5,50,68.9
159,2018-09-10,21.5,6,70,61.5
159,2018-09-11,21.2,6.9,50,65.1
159,2018-09-12,23.2,4.5,50,73.3
159,2018-09-13,21.8,4.3,50,89.3
159,2018-09-14,21.8,4.2,50,96.3
159,2018-09-15,22.6,4.1,50,89.5
159,2018-09-16,24.9,5.5,200,80.1
159,2018-09-17,23.8,3.9,320,74.6
159,2018-09-18,24,5.9,200,79.9
159,2018-09-19,23.2,4.7,200,84.4
159,2018-09-20,20.6,5.2,50,91.3
159,2018-09-21,20.7,4.6,340,92.1
159,2018-09-22,22.4,5.4,340,75.8
159,2018-09-23,22.3,7.7,250,70.1
159,2018-09-24,19.6,7.7,360,49.9
159,2018-09-25,19.8,5.5,20,59.8
159,2018-09-26,20,5.8,50,63.8
159,2018-09-27,19.6,5.9,20,61
159,2018-09-28,19.9,5.4,20,66.4
159,2018-09-29,18,4.2,70,90.3
159,2018-09-30,19.6,7.2,290,71.3
159,2018-10-01,17.9,8.9,270,52.9
159,2018-10-02,17.3,5.4,200,65.4
159,2018-10-03,18.6,4.9,200,63.6
159,2018-10-04,20.1,5.1,70,71.9
159,2018-10-05,19.5,5.4,50,96.6
159,2018-10-06,21.6,19.2,230,86
159,2018-10-07,20.8,5.6,200,72.6
159,2018-10-08,18.6,5.6,340,52.5
159,2018-10-09,18.1,4.3,340,63.6
159,2018-10-10,17.1,6.1,290,64.1
159,2018-10-11,13.3,7.7,360,44.1
159,2018-10-12,13.9,3.7,360,55
159,2018-10-13,16.1,3.6,50,63.6
159,2018-10-14,17.1,3.9,230,61.5
159,2018-10-15,17.2,5,340,57.3
159,2018-10-16,16.1,3.6,340,67.5
159,2018-10-17,16.5,4.7,340,67.8
159,2018-10-18,15.9,5.3,360,55.8
159,2018-10-19,15.5,4.7,340,58.5
159,2018-10-20,15.5,4,110,59.5
159,2018-10-21,16.2,3.5,140,58.8
159,2018-10-22,17.1,3.1,140,69.9
159,2018-10-23,18,6.6,250,64.4
159,2018-10-24,15.7,6,360,57.6
159,2018-10-25,16.5,4,110,60.4
159,2018-10-26,15.9,7.4,230,76.8
159,2018-10-27,13,8.3,290,50.3
159,2018-10-28,13.8,10.1,250,56
159,2018-10-29,14.4,8.1,270,53.4
159,2018-10-30,10.8,5.9,290,49
159,2018-10-31,11.6,6.9,360,48.3
159,2018-11-01,11.5,6.7,340,51.3
159,2018-11-02,13.3,4.1,110,53.4
159,2018-11-03,13.9,4.6,200,51.6
159,2018-11-04,15.3,5.4,340,47.6
159,2018-11-05,15.1,4.9,110,64.6
159,2018-11-06,16.4,4.2,110,68.6
159,2018-11-07,16.9,3.3,70,69.5
159,2018-11-08,16.8,11.7,270,91.3
159,2018-11-09,14.3,10.1,270,63.6
159,2018-11-10,14.2,5.7,290,56.4
159,2018-11-11,14.4,5.6,230,66.4
159,2018-11-12,12.6,5.6,340,77.3
159,2018-11-13,12.8,5,20,71.6
159,2018-11-14,12.7,3.7,50,68
159,2018-11-15,13.3,3.4,50,65.6
159,2018-11-16,12.7,4.4,360,71
159,2018-11-17,12.4,6.4,340,57.1
159,2018-11-18,10.3,6.1,340,39.5
159,2018-11-19,11.1,5.8,340,40.1
159,2018-11-20,10.2,5.7,340,42.3
159,2018-11-21,10.9,4.7,340,39.9
159,2018-11-22,7.5,7,360,35
159,2018-11-23,6.1,4.9,160,33.8
159,2018-11-24,7.7,5.9,230,67.3
159,2018-11-25,9.7,5,320,67.6
159,2018-11-26,11.1,5.6,360,61.1
159,2018-11-27,14,6.1,270,53.1
159,2018-11-28,11.6,5,340,52.1
159,2018-11-29,10.4,3.6,230,41.1
159,2018-11-30,11.4,6.6,250,46.8
159,2018-12-01,10.4,5,340,49.9
159,2018-12-02,14.1,3.5,110,69
159,2018-12-03,16.8,7.3,230,94.3
159,2018-12-04,14.6,5.7,360,78.1
159,2018-12-05,9.7,7.5,360,49.1
159,2018-12-06,7.3,7.7,340,72.3
159,2018-12-07,.5,5.3,320,39.5
159,2018-12-08,-1.9,5.2,290,39.5
159,2018-12-09,-.5,6.1,360,29.3
159,2018-12-10,4,4.6,20,36.5
159,2018-12-11,5.8,5.9,340,83.3
159,2018-12-12,2.9,7.3,340,46.5
159,2018-12-13,3.2,8,270,44.9
159,2018-12-14,1.2,7.4,340,35.5
159,2018-12-15,4,5.4,340,36.6
159,2018-12-16,4.7,6.1,270,66.9
159,2018-12-17,5.9,7,290,51.8
159,2018-12-18,5.6,5.1,250,50.4
159,2018-12-19,9.6,7.7,270,55.4
159,2018-12-20,10.3,4.6,270,59.8
159,2018-12-21,11.9,3.3,50,71
159,2018-12-22,12.5,5.6,340,62.1
159,2018-12-23,8.8,5.8,340,52.6
159,2018-12-24,3.9,8.6,340,25.6
159,2018-12-25,5,6.7,340,27.8
159,2018-12-26,6.9,7,340,39.3
159,2018-12-27,.5,5.6,290,17
159,2018-12-28,-3.5,8,360,27.4
159,2018-12-29,-2.2,8.8,360,26.3
159,2018-12-30,-.7,6.6,340,30.4
159,2018-12-31,3.9,6.4,340,36.5
